ID_Venta,Fecha,Producto,Categoria,Region,Vendedor,Precio_Unitario,Cantidad,Descuento_%,Total
V-016531,2024-03-12,Impresora,Oficina,Este,Laura Torres,2372.99,3,0,7118.97
V-021882,2024-03-12,Smartphone,Electronica,Centro,Pedro Sanchez,8439.69,1,0,8439.69
V-019067,2024-03-12,Silla Ergononica,Muebles,Sur,Luis Hernandez,4935.2,2,0,9870.4
V-000720,2024-03-12,Webcam HD,Electronica,Oeste,Valentina Ortiz,950.9,6,5,5420.13
V-035663,2024-03-12,Mouse Gaming,Perifericos,Sur,Ana Martinez,610.0,5,10,2745.0
V-044143,2024-03-12,Lampara LED,Oficina,Este,Laura Torres,408.12,4,0,1632.48
V-021026,2024-03-12,Lampara LED,Oficina,Oeste,Valentina Ortiz,356.67,2,5,677.67
V-023049,2024-03-12,Laptop Gamer,Electronica,Oeste,Miguel Angel,14832.65,3,0,44497.95
V-041595,2024-03-12,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1015.55,3,5,2894.32
V-014569,2024-03-12,Lampara LED,Oficina,Oeste,Miguel Angel,464.22,5,0,2321.1
V-024491,2024-03-12,Auriculares Bluetooth,Electronica,Este,Laura Torres,1157.97,5,5,5500.36
V-018518,2024-03-12,Teclado Mecanico,Perifericos,Este,Diego Flores,1109.52,4,0,4438.08
V-013922,2024-03-12,Auriculares Bluetooth,Electronica,Norte,Carlos Lopez,960.14,4,5,3648.53
V-007104,2024-03-12,Router WiFi,Electronica,Oeste,Miguel Angel,1683.13,4,5,6395.89
V-028694,2024-03-12,Laptop Gamer,Electronica,Centro,Pedro Sanchez,15020.55,4,5,57078.09
V-011927,2024-03-12,Silla Ergononica,Muebles,Este,Laura Torres,5264.37,1,5,5001.15
V-000813,2024-03-12,Escritorio,Muebles,Oeste,Miguel Angel,2264.04,5,5,10754.19
V-014140,2024-03-12,Hub USB-C,Perifericos,Sur,Luis Hernandez,503.1,5,15,2138.17
V-010988,2024-03-12,Disco SSD 1TB,Electronica,Centro,Sofia Ramirez,1039.25,1,0,1039.25
V-007700,2024-03-12,Silla Ergononica,Muebles,Sur,Luis Hernandez,5952.68,2,0,11905.36
V-042423,2024-03-12,Escritorio,Muebles,Este,Laura Torres,3877.49,3,0,11632.47
V-021040,2024-03-12,Mouse Gaming,Perifericos,Oeste,Valentina Ortiz,605.26,3,0,1815.78
V-014946,2024-03-12,Teclado Mecanico,Perifericos,Centro,Sofia Ramirez,759.27,6,10,4100.06
V-025150,2024-03-12,Escritorio,Muebles,Sur,Ana Martinez,2267.44,1,5,2154.07
V-024444,2024-03-12,Monitor 27',Electronica,Este,Laura Torres,4937.04,2,0,9874.08
V-044685,2024-03-12,Teclado Mecanico,Perifericos,Sur,Luis Hernandez,1198.47,3,5,3415.64
V-044754,2024-03-12,Disco SSD 1TB,Electronica,Oeste,Miguel Angel,982.92,3,0,2948.76
V-002327,2024-03-12,Webcam HD,Electronica,Sur,Luis Hernandez,1254.71,2,5,2383.95
V-019791,2024-03-12,Hub USB-C,Perifericos,Oeste,Miguel Angel,372.0,6,10,2008.8
V-017141,2024-03-12,Smartphone,Electronica,Sur,Luis Hernandez,6913.29,2,5,13135.25
V-006030,2024-03-12,Webcam HD,Electronica,Sur,Luis Hernandez,1054.14,2,5,2002.87
V-014090,2024-03-12,Smartphone,Electronica,Sur,Luis Hernandez,5687.23,2,10,10237.01
V-027065,2024-03-12,Tablet,Electronica,Norte,Maria Garcia,5509.57,2,0,11019.14
V-003003,2024-03-12,Silla Ergononica,Muebles,Oeste,Valentina Ortiz,5309.04,3,0,15927.12
V-007984,2024-03-12,Smartphone,Electronica,Centro,Sofia Ramirez,6394.1,3,5,18223.19
V-008108,2024-03-12,Teclado Mecanico,Perifericos,Centro,Pedro Sanchez,948.9,2,5,1802.91
V-041892,2024-03-12,Silla Ergononica,Muebles,Norte,Carlos Lopez,6026.49,2,10,10847.68
V-040977,2024-03-12,Hub USB-C,Perifericos,Centro,Sofia Ramirez,483.3,5,15,2054.02
V-008040,2024-03-12,Hub USB-C,Perifericos,Este,Laura Torres,513.23,5,15,2181.23
V-028023,2024-03-12,Hub USB-C,Perifericos,Este,Laura Torres,535.5,4,0,2142.0
V-032906,2024-03-12,Router WiFi,Electronica,Centro,Pedro Sanchez,1431.43,1,0,1431.43
V-015747,2024-03-12,Silla Ergononica,Muebles,Este,Diego Flores,6627.49,5,5,31480.58
V-014228,2024-03-12,Hub USB-C,Perifericos,Oeste,Valentina Ortiz,496.48,5,0,2482.4
V-002177,2024-03-12,Hub USB-C,Perifericos,Centro,Pedro Sanchez,377.21,5,10,1697.44
V-003754,2024-03-12,Silla Ergononica,Muebles,Centro,Sofia Ramirez,4022.5,3,0,12067.5
V-025147,2024-03-12,Hub USB-C,Perifericos,Sur,Luis Hernandez,509.91,6,0,3059.46
V-019216,2024-03-12,Laptop Gamer,Electronica,Norte,Maria Garcia,13964.4,2,5,26532.36
V-018891,2024-03-12,Disco SSD 1TB,Electronica,Norte,Maria Garcia,1102.04,2,0,2204.08
V-013532,2024-03-12,Webcam HD,Electronica,Norte,Maria Garcia,1595.24,3,0,4785.72
V-030533,2024-03-12,Laptop Gamer,Electronica,Este,Laura Torres,12173.59,5,10,54781.16
V-017441,2024-03-12,Monitor 27',Electronica,Sur,Luis Hernandez,4178.41,6,5,23816.94
V-018722,2024-03-12,Escritorio,Muebles,Norte,Carlos Lopez,3874.7,1,0,3874.7
V-003924,2024-03-12,Impresora,Oficina,Norte,Carlos Lopez,1748.63,4,5,6644.79
V-001204,2024-03-12,Lampara LED,Oficina,Oeste,Valentina Ortiz,301.22,2,0,602.44
V-023181,2024-03-12,Lampara LED,Oficina,Sur,Ana Martinez,400.24,4,10,1440.86
V-040199,2024-03-12,Teclado Mecanico,Perifericos,Este,Laura Torres,1135.91,8,0,9087.28
V-037678,2024-03-12,Tablet,Electronica,Sur,Ana Martinez,2490.36,2,5,4731.68
V-039139,2024-03-12,Lampara LED,Oficina,Norte,Maria Garcia,290.48,4,5,1103.82
V-000663,2024-03-12,Smartphone,Electronica,Sur,Ana Martinez,8122.47,2,0,16244.94
V-008815,2024-03-12,Silla Ergononica,Muebles,Este,Diego Flores,6869.17,4,0,27476.68
V-040170,2024-03-12,Laptop Gamer,Electronica,Sur,Ana Martinez,12412.78,2,5,23584.28
V-031946,2024-03-12,Silla Ergononica,Muebles,Oeste,Miguel Angel,6074.51,1,5,5770.78
V-036977,2024-03-12,Monitor 27',Electronica,Oeste,Miguel Angel,5031.8,2,5,9560.42
V-016598,2024-03-13,Hub USB-C,Perifericos,Centro,Sofia Ramirez,640.13,3,0,1920.39
V-022215,2024-03-13,Silla Ergononica,Muebles,Centro,Sofia Ramirez,5239.47,1,0,5239.47
V-008771,2024-03-13,Disco SSD 1TB,Electronica,Oeste,Miguel Angel,1433.24,6,0,8599.44
V-035393,2024-03-13,Lampara LED,Oficina,Norte,Carlos Lopez,248.99,2,5,473.08
V-041169,2024-03-13,Lampara LED,Oficina,Norte,Carlos Lopez,389.44,7,15,2317.17
V-000166,2024-03-13,Disco SSD 1TB,Electronica,Este,Diego Flores,1041.59,1,5,989.51
V-036301,2024-03-13,Auriculares Bluetooth,Electronica,Centro,Pedro Sanchez,1084.13,3,0,3252.39
V-038248,2024-03-13,Webcam HD,Electronica,Este,Laura Torres,1124.18,3,5,3203.91
V-010626,2024-03-13,Auriculares Bluetooth,Electronica,Norte,Carlos Lopez,1019.17,5,5,4841.06
V-024417,2024-03-13,Smartphone,Electronica,Sur,Ana Martinez,6459.77,3,0,19379.31
V-032275,2024-03-13,Webcam HD,Electronica,Este,Diego Flores,1194.46,3,0,3583.38
V-005738,2024-03-13,Mouse Gaming,Perifericos,Centro,Sofia Ramirez,495.65,5,5,2354.34
V-016628,2024-03-13,Escritorio,Muebles,Oeste,Valentina Ortiz,3745.56,3,0,11236.68
V-014035,2024-03-13,Laptop Gamer,Electronica,Oeste,Miguel Angel,15289.19,2,5,29049.46
V-043353,2024-03-13,Escritorio,Muebles,Este,Diego Flores,2703.17,1,0,2703.17
V-011217,2024-03-13,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1143.57,2,0,2287.14
V-009077,2024-03-13,Escritorio,Muebles,Centro,Pedro Sanchez,3768.62,4,0,15074.48
V-031132,2024-03-13,Hub USB-C,Perifericos,Centro,Sofia Ramirez,670.98,2,0,1341.96
V-017348,2024-03-13,Lampara LED,Oficina,Centro,Sofia Ramirez,334.12,4,5,1269.66
V-012869,2024-03-13,Teclado Mecanico,Perifericos,Sur,Luis Hernandez,1169.11,6,15,5962.46
V-022739,2024-03-13,Disco SSD 1TB,Electronica,Oeste,Valentina Ortiz,993.01,5,5,4716.8
V-040765,2024-03-13,Mouse Gaming,Perifericos,Este,Diego Flores,323.52,3,5,922.03
V-041655,2024-03-13,Webcam HD,Electronica,Centro,Pedro Sanchez,949.54,3,10,2563.76
V-013110,2024-03-13,Hub USB-C,Perifericos,Sur,Luis Hernandez,560.43,5,15,2381.83
V-028463,2024-03-13,Impresora,Oficina,Norte,Maria Garcia,2448.47,4,0,9793.88
V-033530,2024-03-13,Router WiFi,Electronica,Centro,Pedro Sanchez,1914.45,4,5,7274.91
V-007415,2024-03-13,Disco SSD 1TB,Electronica,Sur,Ana Martinez,1187.77,3,0,3563.31
V-002997,2024-03-13,Webcam HD,Electronica,Centro,Pedro Sanchez,733.86,3,5,2091.5
V-031665,2024-03-13,Laptop Gamer,Electronica,Norte,Maria Garcia,16170.85,2,5,30724.62
V-040477,2024-03-13,Webcam HD,Electronica,Norte,Carlos Lopez,1146.35,3,5,3267.1
V-042628,2024-03-13,Smartphone,Electronica,Sur,Luis Hernandez,3783.8,8,10,27243.36
V-018888,2024-03-13,Teclado Mecanico,Perifericos,Oeste,Valentina Ortiz,1118.2,3,0,3354.6
V-005507,2024-03-13,Mouse Gaming,Perifericos,Norte,Carlos Lopez,265.52,6,10,1433.81
V-018901,2024-03-13,Silla Ergononica,Muebles,Centro,Sofia Ramirez,3822.49,2,10,6880.48
V-027967,2024-03-13,Router WiFi,Electronica,Este,Laura Torres,1907.17,4,0,7628.68
V-001525,2024-03-13,Tablet,Electronica,Centro,Sofia Ramirez,5470.77,1,0,5470.77
V-008011,2024-03-13,Disco SSD 1TB,Electronica,Centro,Pedro Sanchez,1543.56,2,0,3087.12
V-020246,2024-03-13,Monitor 27',Electronica,Centro,Pedro Sanchez,4883.9,2,5,9279.41
V-032733,2024-03-13,Laptop Gamer,Electronica,Norte,Maria Garcia,13303.63,3,5,37915.35
V-019181,2024-03-13,Monitor 27',Electronica,Centro,Pedro Sanchez,3896.19,4,10,14026.28
V-028870,2024-03-13,Disco SSD 1TB,Electronica,Oeste,Valentina Ortiz,1427.25,4,0,5709.0
V-009683,2024-03-13,Auriculares Bluetooth,Electronica,Oeste,Miguel Angel,829.46,1,0,829.46
V-014842,2024-03-13,Tablet,Electronica,Centro,Pedro Sanchez,2298.41,3,0,6895.23
V-004833,2024-03-13,Smartphone,Electronica,Centro,Sofia Ramirez,4894.62,2,5,9299.78
V-009356,2024-03-13,Router WiFi,Electronica,Sur,Luis Hernandez,958.66,1,0,958.66
V-019136,2024-03-13,Hub USB-C,Perifericos,Centro,Pedro Sanchez,451.54,5,5,2144.82
V-038423,2024-03-13,Escritorio,Muebles,Sur,Ana Martinez,2429.22,3,0,7287.66
V-033603,2024-03-13,Auriculares Bluetooth,Electronica,Oeste,Valentina Ortiz,640.96,6,5,3653.47
V-044579,2024-03-13,Impresora,Oficina,Norte,Carlos Lopez,2058.46,4,0,8233.84
V-035753,2024-03-13,Silla Ergononica,Muebles,Este,Laura Torres,3513.89,1,0,3513.89
V-018732,2024-03-13,Lampara LED,Oficina,Norte,Maria Garcia,262.9,4,5,999.02
V-014960,2024-03-13,Webcam HD,Electronica,Este,Laura Torres,736.11,2,10,1325.0
V-032852,2024-03-13,Smartphone,Electronica,Norte,Maria Garcia,7316.65,4,10,26339.94
V-019492,2024-03-13,Disco SSD 1TB,Electronica,Oeste,Valentina Ortiz,1304.11,3,0,3912.33
V-041042,2024-03-13,Tablet,Electronica,Centro,Sofia Ramirez,4153.13,2,0,8306.26
V-021972,2024-03-13,Smartphone,Electronica,Oeste,Miguel Angel,8436.59,4,0,33746.36
V-026369,2024-03-13,Mouse Gaming,Perifericos,Sur,Ana Martinez,467.58,3,5,1332.6
V-007529,2024-03-13,Tablet,Electronica,Norte,Maria Garcia,5614.52,6,15,28634.05
V-024069,2024-03-13,Laptop Gamer,Electronica,Oeste,Miguel Angel,12596.74,4,0,50386.96
V-018582,2024-03-13,Smartphone,Electronica,Oeste,Valentina Ortiz,8244.33,5,10,37099.48
V-033406,2024-03-13,Monitor 27',Electronica,Oeste,Miguel Angel,5198.88,2,5,9877.87
V-019644,2024-03-13,Auriculares Bluetooth,Electronica,Centro,Sofia Ramirez,457.32,1,0,457.32
V-006216,2024-03-13,Disco SSD 1TB,Electronica,Oeste,Valentina Ortiz,1511.62,3,0,4534.86
V-004869,2024-03-13,Mouse Gaming,Perifericos,Sur,Luis Hernandez,762.37,3,5,2172.75
V-039814,2024-03-13,Hub USB-C,Perifericos,Norte,Maria Garcia,642.9,3,0,1928.7
V-015640,2024-03-13,Monitor 27',Electronica,Norte,Carlos Lopez,3599.63,4,5,13678.59
V-034452,2024-03-13,Mouse Gaming,Perifericos,Este,Diego Flores,547.83,5,15,2328.28
V-000301,2024-03-13,Router WiFi,Electronica,Sur,Ana Martinez,1547.28,6,10,8355.31
V-015567,2024-03-13,Monitor 27',Electronica,Norte,Maria Garcia,3063.48,3,5,8730.92
V-002426,2024-03-13,Silla Ergononica,Muebles,Sur,Luis Hernandez,5716.07,9,0,51444.63
V-014120,2024-03-13,Escritorio,Muebles,Norte,Maria Garcia,3912.45,3,0,11737.35
V-006319,2024-03-13,Teclado Mecanico,Perifericos,Oeste,Miguel Angel,1289.72,5,15,5481.31
V-003812,2024-03-14,Monitor 27',Electronica,Oeste,Miguel Angel,3889.51,4,0,15558.04
V-016661,2024-03-14,Monitor 27',Electronica,Centro,Sofia Ramirez,4375.02,2,5,8312.54
V-027409,2024-03-14,Teclado Mecanico,Perifericos,Norte,Maria Garcia,782.47,4,0,3129.88
V-004338,2024-03-14,Mouse Gaming,Perifericos,Centro,Sofia Ramirez,498.92,4,0,1995.68
V-040702,2024-03-14,Impresora,Oficina,Centro,Pedro Sanchez,1933.46,5,5,9183.94
V-034530,2024-03-14,Escritorio,Muebles,Centro,Pedro Sanchez,2665.1,2,5,5063.69
V-027148,2024-03-14,Mouse Gaming,Perifericos,Norte,Carlos Lopez,318.52,6,15,1624.45
V-024604,2024-03-14,Webcam HD,Electronica,Oeste,Valentina Ortiz,730.89,4,10,2631.2
V-027710,2024-03-14,Hub USB-C,Perifericos,Sur,Luis Hernandez,306.63,1,5,291.3
V-040730,2024-03-14,Impresora,Oficina,Norte,Carlos Lopez,1765.4,4,5,6708.52
V-035368,2024-03-14,Webcam HD,Electronica,Norte,Maria Garcia,950.2,1,0,950.2
V-016292,2024-03-14,Monitor 27',Electronica,Norte,Carlos Lopez,4092.79,3,10,11050.53
V-009497,2024-03-14,Escritorio,Muebles,Centro,Sofia Ramirez,3381.46,3,0,10144.38
V-040504,2024-03-14,Mouse Gaming,Perifericos,Sur,Ana Martinez,523.08,5,0,2615.4
V-015572,2024-03-14,Laptop Gamer,Electronica,Norte,Carlos Lopez,16985.05,2,0,33970.1
V-034963,2024-03-14,Webcam HD,Electronica,Sur,Luis Hernandez,1394.94,5,0,6974.7
V-011660,2024-03-14,Disco SSD 1TB,Electronica,Oeste,Valentina Ortiz,1164.61,5,10,5240.74
V-037850,2024-03-14,Silla Ergononica,Muebles,Oeste,Miguel Angel,4948.58,2,5,9402.3
V-036635,2024-03-14,Laptop Gamer,Electronica,Centro,Pedro Sanchez,13492.48,3,0,40477.44
V-017044,2024-03-14,Teclado Mecanico,Perifericos,Oeste,Valentina Ortiz,1380.82,6,5,7870.67
V-013533,2024-03-14,Laptop Gamer,Electronica,Norte,Carlos Lopez,13954.84,2,0,27909.68
V-026268,2024-03-14,Hub USB-C,Perifericos,Centro,Pedro Sanchez,499.15,5,15,2121.39
V-005016,2024-03-14,Laptop Gamer,Electronica,Sur,Ana Martinez,17970.67,2,0,35941.34
V-035315,2024-03-14,Disco SSD 1TB,Electronica,Oeste,Valentina Ortiz,1402.44,3,10,3786.59
V-019239,2024-03-14,Hub USB-C,Perifericos,Este,Diego Flores,572.92,3,5,1632.82
V-017058,2024-03-14,Webcam HD,Electronica,Norte,Maria Garcia,1775.33,3,5,5059.69
V-011441,2024-03-14,Router WiFi,Electronica,Sur,Ana Martinez,1323.38,4,0,5293.52
V-037704,2024-03-14,Router WiFi,Electronica,Norte,Carlos Lopez,964.94,1,0,964.94
V-011452,2024-03-14,Webcam HD,Electronica,Centro,Pedro Sanchez,743.14,1,0,743.14
V-014885,2024-03-14,Silla Ergononica,Muebles,Este,Laura Torres,4314.59,3,0,12943.77
V-007296,2024-03-14,Tablet,Electronica,Sur,Luis Hernandez,2206.25,2,5,4191.88
V-027346,2024-03-14,Monitor 27',Electronica,Oeste,Valentina Ortiz,3204.55,5,5,15221.61
V-011614,2024-03-14,Hub USB-C,Perifericos,Norte,Carlos Lopez,653.68,3,10,1764.94
V-008822,2024-03-14,Smartphone,Electronica,Oeste,Valentina Ortiz,6620.37,3,0,19861.11
V-030256,2024-03-14,Router WiFi,Electronica,Oeste,Miguel Angel,1992.3,2,0,3984.6
V-031806,2024-03-14,Escritorio,Muebles,Oeste,Valentina Ortiz,3016.21,2,10,5429.18
V-023404,2024-03-14,Impresora,Oficina,Este,Laura Torres,2489.02,8,0,19912.16
V-039010,2024-03-14,Smartphone,Electronica,Centro,Pedro Sanchez,5422.45,2,5,10302.65
V-018642,2024-03-14,Auriculares Bluetooth,Electronica,Norte,Maria Garcia,952.63,3,5,2715.0
V-034059,2024-03-14,Auriculares Bluetooth,Electronica,Norte,Maria Garcia,991.24,2,5,1883.36
V-003452,2024-03-14,Router WiFi,Electronica,Sur,Ana Martinez,1600.85,4,10,5763.06
V-033903,2024-03-14,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1292.87,2,5,2456.45
V-035967,2024-03-14,Router WiFi,Electronica,Oeste,Valentina Ortiz,1946.91,3,0,5840.73
V-008385,2024-03-14,Laptop Gamer,Electronica,Centro,Sofia Ramirez,13758.12,3,0,41274.36
V-018104,2024-03-14,Teclado Mecanico,Perifericos,Norte,Carlos Lopez,1038.51,3,5,2959.75
V-014494,2024-03-14,Impresora,Oficina,Oeste,Valentina Ortiz,2616.35,7,10,16483.0
V-032353,2024-03-14,Hub USB-C,Perifericos,Oeste,Miguel Angel,488.55,2,0,977.1
V-034401,2024-03-14,Webcam HD,Electronica,Centro,Pedro Sanchez,1360.1,1,5,1292.09
V-018135,2024-03-14,Mouse Gaming,Perifericos,Oeste,Miguel Angel,480.09,4,5,1824.34
V-043152,2024-03-14,Tablet,Electronica,Oeste,Miguel Angel,5288.73,4,0,21154.92
V-037501,2024-03-14,Laptop Gamer,Electronica,Norte,Carlos Lopez,12706.42,6,10,68614.67
V-026963,2024-03-14,Impresora,Oficina,Oeste,Valentina Ortiz,3048.25,2,0,6096.5
V-008780,2024-03-14,Webcam HD,Electronica,Norte,Carlos Lopez,1124.51,3,0,3373.53
V-006398,2024-03-14,Silla Ergononica,Muebles,Norte,Maria Garcia,3505.23,5,10,15773.54
V-001851,2024-03-14,Monitor 27',Electronica,Este,Diego Flores,2820.78,4,0,11283.12
V-042306,2024-03-14,Hub USB-C,Perifericos,Centro,Pedro Sanchez,458.55,2,5,871.24
V-009266,2024-03-14,Impresora,Oficina,Sur,Ana Martinez,1827.98,4,5,6946.32
V-025441,2024-03-14,Smartphone,Electronica,Este,Laura Torres,7567.84,2,10,13622.11
V-023044,2024-03-14,Lampara LED,Oficina,Oeste,Valentina Ortiz,215.72,7,15,1283.53
V-027848,2024-03-14,Tablet,Electronica,Centro,Pedro Sanchez,3387.73,3,5,9655.03
V-033867,2024-03-14,Impresora,Oficina,Oeste,Miguel Angel,1968.55,2,0,3937.1
V-009752,2024-03-14,Silla Ergononica,Muebles,Sur,Luis Hernandez,5337.27,2,0,10674.54
V-044151,2024-03-14,Webcam HD,Electronica,Este,Diego Flores,1136.97,2,10,2046.55
V-037582,2024-03-14,Webcam HD,Electronica,Centro,Pedro Sanchez,1278.43,4,0,5113.72
V-026574,2024-03-14,Router WiFi,Electronica,Norte,Maria Garcia,1597.54,4,5,6070.65
V-008058,2024-03-14,Lampara LED,Oficina,Oeste,Valentina Ortiz,345.11,2,0,690.22
V-007483,2024-03-14,Smartphone,Electronica,Este,Laura Torres,8332.53,3,5,23747.71
V-025638,2024-03-14,Monitor 27',Electronica,Sur,Ana Martinez,3048.42,2,0,6096.84
V-023788,2024-03-14,Silla Ergononica,Muebles,Este,Diego Flores,4531.94,3,0,13595.82
V-023708,2024-03-14,Hub USB-C,Perifericos,Sur,Luis Hernandez,537.64,3,0,1612.92
V-030783,2024-03-15,Smartphone,Electronica,Sur,Ana Martinez,3836.82,2,5,7289.96
V-027295,2024-03-15,Silla Ergononica,Muebles,Norte,Maria Garcia,5920.87,1,10,5328.78
V-003037,2024-03-15,Impresora,Oficina,Este,Laura Torres,1574.51,2,0,3149.02
V-040654,2024-03-15,Escritorio,Muebles,Este,Laura Torres,2687.64,1,5,2553.26
V-042001,2024-03-15,Tablet,Electronica,Sur,Luis Hernandez,3537.91,4,0,14151.64
V-032745,2024-03-15,Smartphone,Electronica,Sur,Luis Hernandez,3578.11,2,0,7156.22
V-033084,2024-03-15,Monitor 27',Electronica,Sur,Luis Hernandez,3391.65,1,0,3391.65
V-006987,2024-03-15,Hub USB-C,Perifericos,Oeste,Valentina Ortiz,604.5,4,10,2176.2
V-000986,2024-03-15,Tablet,Electronica,Este,Diego Flores,5175.15,4,0,20700.6
V-007115,2024-03-15,Webcam HD,Electronica,Sur,Ana Martinez,1780.94,4,10,6411.38
V-044136,2024-03-15,Hub USB-C,Perifericos,Sur,Ana Martinez,475.57,2,0,951.14
V-033486,2024-03-15,Disco SSD 1TB,Electronica,Norte,Carlos Lopez,903.47,2,5,1716.59
V-033526,2024-03-15,Monitor 27',Electronica,Oeste,Valentina Ortiz,4125.15,3,0,12375.45
V-044388,2024-03-15,Teclado Mecanico,Perifericos,Centro,Sofia Ramirez,1195.99,4,0,4783.96
V-007305,2024-03-15,Webcam HD,Electronica,Norte,Carlos Lopez,1414.22,5,10,6363.99
V-020176,2024-03-15,Laptop Gamer,Electronica,Sur,Luis Hernandez,16258.68,3,5,46337.24
V-044421,2024-03-15,Webcam HD,Electronica,Sur,Luis Hernandez,1639.47,3,10,4426.57
V-021676,2024-03-15,Impresora,Oficina,Norte,Maria Garcia,1773.34,4,0,7093.36
V-033673,2024-03-15,Laptop Gamer,Electronica,Este,Laura Torres,17445.03,1,0,17445.03
V-000505,2024-03-15,Hub USB-C,Perifericos,Centro,Pedro Sanchez,647.42,2,5,1230.1
V-000365,2024-03-15,Teclado Mecanico,Perifericos,Oeste,Miguel Angel,945.41,3,10,2552.61
V-037600,2024-03-15,Disco SSD 1TB,Electronica,Este,Diego Flores,1237.14,6,5,7051.7
V-033937,2024-03-15,Webcam HD,Electronica,Centro,Sofia Ramirez,1780.52,3,0,5341.56
V-000224,2024-03-15,Monitor 27',Electronica,Este,Laura Torres,2946.86,3,5,8398.55
V-044913,2024-03-15,Tablet,Electronica,Sur,Luis Hernandez,2514.64,4,5,9555.63
V-022382,2024-03-15,Router WiFi,Electronica,Sur,Ana Martinez,1957.03,2,10,3522.65
V-034234,2024-03-15,Laptop Gamer,Electronica,Este,Laura Torres,17284.98,5,15,73461.16
V-023459,2024-03-15,Silla Ergononica,Muebles,Sur,Ana Martinez,5225.32,1,10,4702.79
V-030922,2024-03-15,Smartphone,Electronica,Oeste,Valentina Ortiz,4679.79,3,10,12635.43
V-025043,2024-03-15,Mouse Gaming,Perifericos,Norte,Carlos Lopez,490.23,4,5,1862.87
V-020034,2024-03-15,Router WiFi,Electronica,Sur,Luis Hernandez,1025.76,5,5,4872.36
V-014152,2024-03-15,Hub USB-C,Perifericos,Centro,Sofia Ramirez,613.97,3,0,1841.91
V-014118,2024-03-15,Impresora,Oficina,Este,Diego Flores,2516.09,4,0,10064.36
V-037030,2024-03-15,Auriculares Bluetooth,Electronica,Oeste,Valentina Ortiz,409.55,4,5,1556.29
V-014067,2024-03-15,Impresora,Oficina,Este,Diego Flores,2860.65,5,15,12157.76
V-036367,2024-03-15,Impresora,Oficina,Norte,Maria Garcia,3044.9,2,0,6089.8
V-013741,2024-03-15,Smartphone,Electronica,Oeste,Miguel Angel,8349.29,6,10,45086.17
V-031493,2024-03-15,Smartphone,Electronica,Oeste,Miguel Angel,4375.31,3,5,12469.63
V-031564,2024-03-15,Smartphone,Electronica,Centro,Pedro Sanchez,6322.39,4,5,24025.08
V-018814,2024-03-15,Auriculares Bluetooth,Electronica,Sur,Ana Martinez,1139.92,4,5,4331.7
V-031652,2024-03-15,Silla Ergononica,Muebles,Norte,Carlos Lopez,4617.76,5,10,20779.92
V-038503,2024-03-15,Laptop Gamer,Electronica,Oeste,Miguel Angel,12939.72,5,5,61463.67
V-002297,2024-03-15,Laptop Gamer,Electronica,Este,Diego Flores,12106.77,3,10,32688.28
V-018986,2024-03-15,Tablet,Electronica,Este,Laura Torres,5000.16,1,5,4750.15
V-031774,2024-03-15,Hub USB-C,Perifericos,Oeste,Valentina Ortiz,520.62,5,10,2342.79
V-019058,2024-03-15,Disco SSD 1TB,Electronica,Oeste,Miguel Angel,1362.13,1,0,1362.13
V-025911,2024-03-15,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1761.99,3,0,5285.97
V-031939,2024-03-15,Lampara LED,Oficina,Sur,Luis Hernandez,465.64,5,0,2328.2
V-006181,2024-03-15,Lampara LED,Oficina,Centro,Sofia Ramirez,372.6,3,0,1117.8
V-031958,2024-03-15,Hub USB-C,Perifericos,Sur,Luis Hernandez,524.33,4,0,2097.32
V-006367,2024-03-15,Webcam HD,Electronica,Este,Laura Torres,1697.7,2,0,3395.4
V-019704,2024-03-15,Hub USB-C,Perifericos,Centro,Sofia Ramirez,469.05,5,10,2110.72
V-019880,2024-03-15,Impresora,Oficina,Norte,Carlos Lopez,1914.94,8,15,13021.59
V-018943,2024-03-15,Lampara LED,Oficina,Centro,Sofia Ramirez,384.12,6,5,2189.48
V-027529,2024-03-15,Smartphone,Electronica,Oeste,Miguel Angel,5452.2,1,0,5452.2
V-031850,2024-03-15,Impresora,Oficina,Centro,Sofia Ramirez,2202.3,6,5,12553.11
V-029292,2024-03-15,Impresora,Oficina,Centro,Sofia Ramirez,2126.87,4,0,8507.48
V-016984,2024-03-15,Laptop Gamer,Electronica,Centro,Pedro Sanchez,12489.5,1,5,11865.02
V-041563,2024-03-15,Lampara LED,Oficina,Este,Diego Flores,334.89,4,0,1339.56
V-014634,2024-03-15,Escritorio,Muebles,Norte,Maria Garcia,2598.09,1,0,2598.09
V-027826,2024-03-15,Webcam HD,Electronica,Este,Diego Flores,1238.68,4,5,4706.98
V-005179,2024-03-15,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1353.94,3,0,4061.82
V-004109,2024-03-15,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1223.35,5,0,6116.75
V-015452,2024-03-15,Hub USB-C,Perifericos,Norte,Maria Garcia,455.49,3,5,1298.15
V-014850,2024-03-15,Teclado Mecanico,Perifericos,Norte,Maria Garcia,940.39,6,0,5642.34
V-036417,2024-03-15,Lampara LED,Oficina,Sur,Ana Martinez,426.02,5,15,1810.58
